,source_name,url,title,date,words_count,words_converted,ratio,topic,author,gender_author,headline,counter_list,pers_pron_fem,pers_pron_masc,deter_pron_fem,deter_pron_masc,noun_fem,noun_masc,adj_conn_fem,adj_conn_masc,title_fem,title_masc,rt_pers_pron_fem,rt_pers_pron_masc,rt_deter_pron_fem,rt_deter_pron_masc,rt_noun_fem,rt_noun_masc,rt_adj_conn_fem,rt_adj_conn_masc,rt_title_fem,rt_title_masc,sum_rt_noun,sum_rt_adj,sum_rt_title,sum_rt_global_bias,max_rt,max_rt_cat,min_rt,min_rt,source_ml,topic_ml,sex_ml,fem_noun_arr,Male_noun_arr,adj_fem_arr,adj_masc_arr,title_fem_arr,title_masc_arr
210,the new york times,https://www.nytimes.com/2021/01/19/dining/nyc-restaurant-news.html?searchResultPosition=55,"""Mashama Bailey’s the Grey Sets Up Shop at Intersect by Lexus""",2021-01-19,1059,11,1.039,people,Florence Fabricant,female,"""Dan Kluger’s latest in Long Island City, Wagyu from Japan in Midtown East, and more restaurant news.""","""{'her': 2, 'Mr': 2, 'his': 2, 'he': 2, 'Ms': 1, 'she’s': 1, 'female': 1}""",1,2,2,2,0,0,1,0,1,2,9,18,18,18,0,0,9,0,9,18,0,9,27,6,18,per pron masc,9,pers pron fem,9,6,1,NaN,NaN,"""""""Adjectives with femenine connotation = ['female']""""""",NaN,"""""""Female titles = ['Ms']""""""","""""""Male titles = ['Mr']"""""""
211,the new york times,https://www.nytimes.com/2021/01/24/us/politics/democrats-trump-election-plan.html,"""How Democrats Planned for Doomsday""",2021-01-24,2049,60,2.928,politics,Alexander Burns,male,"""A huge coalition of activist groups had been working together since the spring to make sure that Joe Biden won and that the “election stayed won” amid Donald Trump’s subterfuge.""","""{'Mr': 28, 'his': 8, 'Ms': 8, 'he': 5, 'she': 4, 'he was': 1, 'He': 1, 'strongman': 1, 'her': 1, 'himself': 1, 'Boys': 1, 'he has': 1}""",4,8,1,9,0,2,0,0,8,28,7,13,2,15,0,3,0,0,13,47,3,0,60,11,47,title masc,2,deter fem,9,7,0,NaN,"""""""Male nouns = ['Boys', 'strongman']""""""",NaN,NaN,"""""""Female titles = ['Ms']""""""","""""""Male titles = ['Mr']"""""""
212,the new york times,https://www.nytimes.com/2021/01/23/us/politics/trump-presidential-history.html,"""The Trump Presidency Is Now History. So How Will It Rank?""",2021-01-23,1307,88,6.733,politics,Sarah Lyall,female,"""As scholars consider the legacy of Donald J. Trump, it appears that even the woefully inadequate James Buchanan has some serious competition.""","""{'Mr': 22, 'he': 21, 'his': 15, 'him': 6, 'he was': 5, 'He': 4, 'himself': 3, 'He was': 3, 'He has': 2, 'he is': 1, 'He’s': 1, 'he’s': 1, 'man': 1, 'she': 1, 'he has': 1, 'guy': 1}""",1,39,0,24,0,2,0,0,0,22,1,44,0,27,0,2,0,0,0,25,2,0,25,5,44,per pron masc,1,pers pron fem,9,7,1,NaN,"""""""Male nouns = ['man', 'guy']""""""",NaN,NaN,NaN,"""""""Male titles = ['Mr']"""""""
213,the new york times,https://www.nytimes.com/2021/01/22/sports/baseball/hank-aaron-hall-of-fame.html,"""There Are Hall of Famers, and Then There’s Hank Aaron""",2021-01-22,1139,41,3.600,sports,Tyler Kepnew,male,"""The Braves slugger occupied the rarefied space of a player who stands out in every crowd — even one full of Hall of Famers.""","""{'his': 12, 'he': 10, 'He': 4, 'guys': 3, 'He’s': 3, 'him': 2, 'wife': 1, 'her': 1, 'husband': 1, 'he’s': 1, 'fraternity': 1, 'himself': 1, 'He was': 1}""",0,19,1,15,1,5,0,0,0,0,0,46,2,37,2,12,0,0,0,0,15,0,0,2,46,per pron masc,2,deter fem,9,8,0,"""""""Female nouns = ['wife']""""""","""""""Male nouns = ['husband', 'guys', 'fraternity']""""""",NaN,NaN,NaN,NaN
214,the new york times,https://www.nytimes.com/2021/01/23/world/europe/greece-metoo-sofia-bekatorou-cyprus.html,"""Olympic Athlete Speaks of Assault and Breaks a Bigger Silence in Greece""",2021-01-23,1211,61,5.037,sports,Niki Kitsantonis,female,"""Sofia Bekatorou, a sailing champion, said she was sexually assaulted by a top sports official, prompting an outpouring of support in a country where the issue has long been ignored.""","""{'Ms': 13, 'she': 12, 'women': 11, 'her': 8, 'she was': 3, 'he': 2, 'Mr': 2, 'his': 2, 'Women': 2, 'woman': 1, 'girl': 1, 'him': 1, 'mother': 1, 'male': 1, 'Male': 1}""",15,2,8,3,16,0,0,2,13,2,25,3,13,5,26,0,0,3,21,3,26,3,25,9,26,fem noun,3,per pron masc,9,8,1,"""""""Female nouns = ['women', 'mother', 'Women', 'woman', 'girl']""""""",NaN,NaN,"""""""Adjectives with masculine connotation = ['Male', 'male']""""""","""""""Female titles = ['Ms']""""""","""""""Male titles = ['Mr']"""""""
215,the new york times,https://www.nytimes.com/2021/01/18/travel/rural-alaska-skiing.html,"""Finding a Foothold for Nordic Skiing in Rural Alaska""",2021-01-18,1297,0,0.000,travel,Seth Adams,male,"""The harsh wind-hammered tundra sometimes complicates the prospect, as do the polar bears. But the children are enthusiastic pupils.""",0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,9,10,0,0,0,0,0,0,0
216,the new york times,https://www.nytimes.com/2021/01/22/opinion/biden-poetry-amanda-gorman-seamus-heaney-inauguration.html,"""A President Can Govern in Poetry""",2021-01-22,890,38,4.270,social science,Timothy Egan,male,"""To succeed, Biden will need hope and history to rhyme.""","""{'his': 13, 'he': 11, 'He': 4, 'He has': 2, 'wife': 1, 'daughter': 1, 'son': 1, 'him': 1, 'Her': 1, 'man': 1, 'Butler': 1, 'he’s': 1}""",0,18,1,14,2,3,0,0,0,0,0,47,3,37,5,8,0,0,0,0,13,0,0,2,47,per pron masc,3,deter fem,9,12,0,"""""""Female nouns = ['wife', 'daughter']""""""","""""""Male nouns = ['man', 'son', 'Butler']""""""",NaN,NaN,NaN,NaN
217,the new york times,https://www.nytimes.com/2021/01/21/us/coronavirus-schools-los-angeles-california.html,"""In Los Angeles, Teachers and Students Struggle With ‘No Human Contact’""",2021-01-21,1206,46,3.814,social science,Jennifer Medina,female,"""""""The nation’s second-largest district has kept classrooms closed since March. The superintendent acknowledges it is “disproportionately hurting students who can least afford it.”""""""","""{'she': 19, 'her': 12, 'Ms': 5, 'Mr': 2, 'daughter': 2, 'freshman': 1, 'brother': 1, 'sister': 1, 'mom': 1, 'she has': 1, 'herself': 1}""",20,0,13,0,4,2,0,0,5,2,43,0,28,0,9,4,0,0,11,4,13,0,15,5,43,pers pron fem,4,masc noun,9,12,1,"""""""Female nouns = ['daughter', 'sister', 'mom']""""""","""""""Male nouns = ['brother', 'freshman']""""""",NaN,NaN,"""""""Female titles = ['Ms']""""""","""""""Male titles = ['Mr']"""""""
218,npr,https://www.npr.org/2021/01/05/953517065/nyse-will-not-delist-3-chinese-telecoms-trump-administration-wanted-removed,"""NYSE Will Not Delist 3 Chinese Telecoms Trump Administration Wanted Removed""",2021-01-05,249,0,0.000,business,Bill Chappell,male,None,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,12,1,0,0,0,0,0,0,0
219,npr,https://www.npr.org/sections/inauguration-day-live-updates/2021/01/20/958845207/president-biden-will-extend-student-loan-payment-freeze-through-september-30,"""President Biden Extends Student Loan Payment Freeze Through Sept. 30""",2021-01-20,414,3,0.725,business,Elissa Nadworny,female,"""President Biden Extends Student Loan Payment Freeze Through Sept. 30""","""{'him': 1, 'his': 1, 'he': 1}""",0,1,0,2,0,0,0,0,0,0,0,33,0,67,0,0,0,0,0,0,0,0,0,0,67,deter masc,33,per pron masc,12,1,1,NaN,NaN,NaN,NaN,NaN,NaN
220,npr,https://www.npr.org/sections/money/2021/01/19/957240511/why-nations-fail-america-edition,"""Why Nations Fail, America Edition""",2021-01-19,888,2,0.225,culture,Greg Rosalsky,male,None,"""{'he has': 1, 'He': 1}""",0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,per pron masc,0,0,12,2,0,NaN,NaN,NaN,NaN,NaN,NaN
221,npr,https://www.npr.org/2020/11/11/933687252/meat-manufacturer-sues-new-mexico-after-plant-ordered-to-close-due-to-covid-19-c,"""Meat Manufacturer Sues New Mexico After Plant Ordered To Close Due To COVID-19 Cases""",2020-11-11,384,0,0.000,food and drinks,Reese Oxner,male,None,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,12,3,0,0,0,0,0,0,0
222,npr,https://www.npr.org/2020/11/06/932097030/alcohol-helps-americans-survive-a-long-election-night,"""Alcohol Delivery Company Drizly Sees Sales Jump Amid Election Wait""",2020-11-06,201,0,0.000,food and drinks,Adedayo Akala,female,None,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,12,3,1,0,0,0,0,0,0
223,npr,https://www.npr.org/sections/health-shots/2020/11/04/931377532/rigorous-study-backs-a-psychedelic-treatment-for-major-depression,"""Rigorous Study Backs A Psychedelic Treatment For Major Depression""",2020-11-04,543,5,0.921,health,John Hamilton,male,None,0,5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,pers pron fem,0,0,12,4,0,NaN,NaN,NaN,NaN,NaN,NaN
224,npr,https://www.npr.org/sections/goatsandsoda/2021/01/22/959204833/why-it-can-be-harder-to-fight-hookworms-in-alabama-than-in-argentina,"""Why It Can Be Harder To Fight Hookworms In Alabama Than In Argentina""",2021-01-22,1288,7,0.543,health,Susan Brink,female,None,"""{'her': 2, 'his': 1, 'he': 1, 'him': 1, 'His': 1, 'Woman': 1}""",1,2,3,1,0,0,0,0,0,0,14,29,43,14,0,0,0,0,0,0,0,0,0,0,43,deter fem,14,pers pron fem,12,4,1,"""""""Female nouns = ['Woman']""""""",NaN,NaN,NaN,NaN,NaN
225,npr,https://www.npr.org/2021/01/23/959209520/democrats-weigh-whether-iowa-should-stay-first-in-line-for-2024-election,"""Democrats Weigh Whether Iowa Should Stay 1st In Line For 2024 Election""",2021-01-23,684,6,0.877,local news,Clay Masters,male,None,"""{'his': 2, 'he': 1, 'himself': 1, 'him': 1, ""he's"": 1}""",0,2,0,4,0,0,0,0,0,0,0,33,0,67,0,0,0,0,0,0,0,0,0,0,67,deter masc,33,per pron masc,12,5,0,NaN,NaN,NaN,NaN,NaN,NaN
226,npr,https://www.npr.org/2021/01/23/959997781/jonas-gwangwa-south-african-musician-and-activist-dies-at-83,"""Jonas Gwangwa, South African Musician And Activist, Dies At 83""",2021-01-23,566,23,4.064,people,Martin Johnson,male,None,"""{'his': 9, 'He': 4, 'he': 3, 'He was': 2, 'he was': 1, ""He's"": 1, 'him': 1, 'her': 1, 'His': 1}""",0,11,1,11,0,0,0,0,0,0,0,48,4,48,0,0,0,0,0,0,0,0,0,0,48,per pron masc,4,deter fem,12,6,0,NaN,NaN,NaN,NaN,NaN,NaN
227,npr,https://www.npr.org/2021/01/23/959613351/parents-with-disabilities-face-extra-hurdles-with-kids-remote-schooling,"""Parents With Disabilities Face Extra Hurdles With Kids' Remote Schooling""",2021-01-23,563,23,4.085,people,Kristin Gourlay,female,None,"""{'she': 10, 'her': 8, ""she's"": 1, 'mother': 1, 'She': 1, 'daughter': 1, 'mommy': 1}""",12,0,8,0,3,0,0,0,0,0,52,0,35,0,13,0,0,0,0,0,13,0,0,2,52,pers pron fem,13,fem noun,12,6,1,"""""""Female nouns = ['mother', 'mommy', 'daughter']""""""",NaN,NaN,NaN,NaN,NaN
228,npr,https://www.npr.org/sections/president-biden-takes-office/2021/01/21/959023409/revamped-white-house-website-aims-for-inclusivity-and-accessibility,"""Revamped White House Website Aims For Inclusivity And Accessibility""",2021-01-21,451,0,0.000,politics,Rachel Treisman,female,None,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,12,7,1,0,0,0,0,0,0
229,npr,https://www.npr.org/sections/coronavirus-live-updates/2021/01/22/959534841/japan-tries-to-remain-optimistic-as-covid-19-threatens-to-cancel-tokyo-olympics,"""Japan Tries To Remain Optimistic As COVID-19 Threatens To Cancel Tokyo Olympics""",2021-01-22,767,13,1.695,sports,Anthony Kuhn,male,None,"""{'he': 8, 'he was': 1, 'mankind': 1, 'He has': 1, 'his': 1, 'he has': 1}""",0,11,0,1,0,1,0,0,0,0,0,85,0,8,0,8,0,0,0,0,8,0,0,1,85,per pron masc,8,deter masc,12,8,0,NaN,"""""""Male nouns = ['mankind']""""""",NaN,NaN,NaN,NaN
230,npr,https://www.npr.org/2021/01/18/958132859/university-of-tennessee-fires-head-football-coach-over-alleged-recruitment-viola,"""University Of Tennessee Fires Head Football Coach Over Alleged Recruitment Violations""",2021-01-18,719,20,2.782,sports,Rachel Treisman,female,None,"""{'his': 7, 'he': 5, 'she': 4, 'She': 1, 'him': 1, 'he has': 1, 'He': 1}""",5,7,0,8,0,0,0,0,0,0,25,35,0,40,0,0,0,0,0,0,0,0,0,0,40,deter masc,25,pers pron fem,12,8,1,NaN,NaN,NaN,NaN,NaN,NaN
231,npr,https://www.npr.org/sections/health-shots/2020/12/16/947226068/dark-skin-can-lead-to-errors-with-pulse-oximeters-used-in-covid-19-treatment,"""Devices Used In COVID-19 Treatment Can Give Errors For Patients With Dark Skin""",2020-12-16,578,13,2.249,technology,Richard Harris,male,None,"""{'he': 5, 'his': 3, 'she': 2, 'His': 1, 'He': 1, ""She's"": 1}""",3,6,0,4,0,0,0,0,0,0,23,46,0,31,0,0,0,0,0,0,0,0,0,0,46,per pron masc,23,pers pron fem,12,9,0,NaN,NaN,NaN,NaN,NaN,NaN
232,npr,https://www.npr.org/2021/01/22/958877682/fast-growing-alternative-to-facebook-twitter-finds-right-wing-surge-messy,"""Fast-Growing Alternative To Facebook And Twitter Finds Post-Trump Surge 'Messy'""",2021-01-22,804,4,0.498,technology,Shannon Bond,female,None,"""{'he': 3, 'He': 1}""",0,4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,per pron masc,0,0,12,9,1,NaN,NaN,NaN,NaN,NaN,NaN
233,npr,https://www.npr.org/2021/01/18/957221195/ski-down-and-mask-up-resorts-try-to-stay-safe-in-pandemic-skiing-boom,"""Ski Down and Mask Up — Resorts Try To Stay Safe In Pandemic Skiing Boom""",2021-01-18,810,23,2.840,travel,Chris Arnold,male,None,"""{'she': 6, 'He': 3, 'he': 3, 'her': 3, 'his': 2, ""he'd"": 1, ""he's"": 1, 'he has': 1, 'him': 1, 'man': 1, ""she'd"": 1}""",7,9,3,3,0,1,0,0,0,0,30,39,13,13,0,4,0,0,0,0,4,0,0,1,39,per pron masc,4,masc noun,12,10,0,NaN,"""""""Male nouns = ['man']""""""",NaN,NaN,NaN,NaN
234,npr,https://www.npr.org/sections/coronavirus-live-updates/2020/12/25/950218997/u-s-now-requires-all-u-k-travelers-to-have-a-negative-coronavirus-test,"""U.S. Now Requires All U.K. Travelers To Have A Negative Coronavirus Test""",2020-12-25,276,0,0.000,travel,Jaclyn Diaz,female,None,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,12,10,1,0,0,0,0,0,0
235,npr,https://www.npr.org/2021/01/22/959567446/coronavirus-crisis-gets-even-worse-in-brazilian-amazon-city-of-manaus,"""Coronavirus Crisis Gets 'Even Worse' In Brazilian Amazon City Of Manaus""",2021-01-22,1038,20,1.927,world,Philip Reeves,male,None,"""{'his': 8, 'he': 4, 'him': 3, 'He is': 3, 'he is': 1, 'He': 1}""",0,9,0,11,0,0,0,0,0,0,0,45,0,55,0,0,0,0,0,0,0,0,0,0,55,deter masc,45,per pron masc,12,11,0,NaN,NaN,NaN,NaN,NaN,NaN
236,npr,https://www.npr.org/2021/01/22/959530511/u-s-military-moves-to-try-3-guantanamo-suspects-linked-to-indonesia-bombings,"""U.S. Military Moves To Try 3 Guantanamo Suspects Linked To Indonesia Bombings""",2021-01-22,350,3,0.857,world,Jaclyn Diaz,female,None,"""{'men': 3}""",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,17,100,masc noun,0,0,12,11,1,NaN,"""""""Male nouns = ['men']""""""",NaN,NaN,NaN,NaN
237,npr,https://www.npr.org/sections/health-shots/2020/11/07/931348023/secret-life-of-supermarkets-shines-a-light-on-bountys-dark-side,"""'Secret Life Of Groceries' Shines A Light On Bounty's Dark Side""",2020-11-07,2167,21,0.969,social science,John Henning Schumann,male,None,"""{'his': 5, 'he': 4, 'her': 3, 'He': 2, 'she': 1, 'women': 1, 'She': 1, 'him': 1, 'woman': 1, 'she was': 1, 'guy': 1}""",3,6,3,6,2,1,0,0,0,0,14,29,14,29,10,5,0,0,0,0,14,0,0,2,29,per pron masc,5,masc noun,12,12,0,"""""""Female nouns = ['women', 'woman']""""""","""""""Male nouns = ['guy']""""""",NaN,NaN,NaN,NaN
238,npr,https://www.npr.org/sections/codeswitch/2021/01/19/867516987/the-racial-caste-system-at-the-u-s-capitol,"""The 'Racial Caste System' At The U.S. Capitol""",2021-01-19,1129,18,1.594,social science,Grigsby Bates,female,None,"""{'he': 5, 'his': 4, 'him': 2, 'men': 2, 'He was': 2, 'women': 1, 'he was': 1, 'He': 1}""",0,9,0,6,1,2,0,0,0,0,0,50,0,33,6,11,0,0,0,0,17,0,0,3,50,per pron masc,6,fem noun,12,12,1,"""""""Female nouns = ['women']""""""","""""""Male nouns = ['men']""""""",NaN,NaN,NaN,NaN
239,the irish times,https://www.irishtimes.com/business/economy/shellfish-protests-doc-boots-and-expensive-places-to-live-1.4463267,"""Shellfish protests, Doc boots and expensive places to live""",2021-01-23,514,2,0.389,business,Laura Slattery,female,None,"""{'guy': 1, 'businessman': 1}""",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,17,100,masc noun,0,0,8,1,1,NaN,"""""""Male nouns = ['businessman', 'guy']""""""",NaN,NaN,NaN,NaN
240,the irish times,https://www.irishtimes.com/news/ireland/irish-news/how-did-a-remote-mayo-town-become-ireland-s-most-covid-infected-place-1.4465431,"""How did a remote Mayo town become Ireland’s most Covid-infected place?""",2021-01-22,1546,22,1.423,local news,Peter Murtagh/Simon Carswell,male,None,"""{'his': 6, 'he': 6, 'She': 2, 'man': 1, 'son': 1, 'priest': 1, 'brother': 1, 'her': 1, 'businessman': 1, 'He': 1, 'she': 1}""",3,7,1,6,0,5,0,0,0,0,14,32,5,27,0,23,0,0,0,0,23,0,0,4,32,per pron masc,5,deter fem,8,5,0,NaN,"""""""Male nouns = ['man', 'son', 'priest', 'brother', 'businessman']""""""",NaN,NaN,NaN,NaN
241,the irish times,https://www.irishtimes.com/news/health/covid-19-infection-rate-in-hospitals-out-of-control-1.4466463,"""Covid-19 infection rate in hospitals ‘out of control’""",2021-01-23,215,1,0.465,local news,Sorcha Polla/Shauna Bowers,female,None,"""{'Ms': 1}""",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,100,17,100,title fem,0,0,8,5,1,NaN,NaN,NaN,NaN,"""""""Female titles = ['Ms']""""""",NaN
242,the irish times,https://www.irishtimes.com/life-and-style/travel/ireland/make-a-holiday-in-ireland-an-unforgettable-experience-1.4451407,"""Make a holiday in Ireland an unforgettable experience""",2021-01-16,1429,3,0.210,travel,John G O'Dwyer,male,"""There are many once-in-a-lifetime opportunities for this year’s holidays at home""","""{'his': 1, 'His': 1, 'men': 1}""",0,0,0,2,0,1,0,0,0,0,0,0,0,67,0,33,0,0,0,0,33,0,0,6,67,deter masc,33,masc noun,8,10,0,NaN,"""""""Male nouns = ['men']""""""",NaN,NaN,NaN,NaN
243,the irish times,https://www.irishtimes.com/life-and-style/travel/ryanair-rated-joint-worst-airline-at-dealing-with-refunds-in-2020-1.4457184,"""Ryanair rated joint-worst airline at dealing with refunds in 2020""",2021-01-13,378,0,0.000,travel,Isabel Choat,female,"""Delaying and refusing refunds for cancelled flights due to lockdown results in ‘abysmally low’ scores in Which? Survey""",0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,8,10,1,0,0,0,0,0,0
244,the irish times,https://www.irishtimes.com/news/world/asia-pacific/baghdad-bombings-signal-islamic-state-is-back-in-business-in-iraq-1.4465528,"""Baghdad bombings signal Islamic State is back in business in Iraq""",2021-01-23,537,2,0.372,world,Michael Jansen,male,"""Terror group recruiting veterans as country’s economy falters and Covid-19 spreads""","""{'his': 1, 'men': 1}""",0,0,0,1,0,1,0,0,0,0,0,0,0,50,0,50,0,0,0,0,50,0,0,8,50,deter masc,50,deter masc,8,11,0,NaN,"""""""Male nouns = ['men']""""""",NaN,NaN,NaN,NaN
245,the irish times,https://www.irishtimes.com/search/search-7.4195619?q=Museveni+takes+victory+lap+after+winning+Uganda%E2%80%99s+presidential+race,"""Museveni takes victory lap after winning Uganda’s presidential race""",2021-01-21,512,34,6.641,world,Sally Hayden,female,"""Rival Bobi Wine remains under house arrest and says election result is ‘daylight robbery’""","""{'Mr': 11, 'his': 7, 'him': 6, 'he': 4, 'she': 2, 'man': 1, 'He was': 1, 'His': 1, 'he was': 1}""",2,6,0,14,0,1,0,0,0,11,6,18,0,41,0,3,0,0,0,32,3,0,32,6,41,deter masc,3,masc noun,8,11,1,NaN,"""""""Male nouns = ['man']""""""",NaN,NaN,NaN,"""""""Male titles = ['Mr']"""""""
246,the irish times,https://www.irishtimes.com/life-and-style/people/sean-moncrieff-if-you-run-the-numbers-all-parents-lie-to-their-children-1.4450392,"""If you run the numbers, all parents lie to their children""",2021-01-16,657,31,4.718,social science,Sean Moncrieff,male,"""If genetics defines one’s future, then my daughter is doomed when it comes to maths""","""{'she': 13, 'her': 5, 'Daughter': 3, 'she’s': 3, 'she does': 2, 'she was': 1, 'She': 1, 'boy': 1, 'Lady': 1, 'she’ll': 1}""",21,0,5,0,3,1,0,0,1,0,68,0,16,0,10,3,0,0,3,0,13,0,3,3,68,pers pron fem,3,masc noun,8,12,0,"""""""Female nouns = ['Daughter']""""""","""""""Male nouns = ['boy']""""""",NaN,NaN,"""""""Female titles = ['Lady']""""""",NaN
247,the irish times,https://www.irishtimes.com/life-and-style/people/young-people-and-activism-you-can-t-stand-by-and-hope-everything-s-going-to-be-okay-1.4461250,"""Young people and activism: ‘You can’t stand by and hope everything’s going to be okay""",2021-01-23,1957,63,3.219,social science,Catherine Cleary/Filomena Kaguako,female,"""IS THIS THE AGE OF THE YOUNG FEMALE ACTIVIST? AMIKA GEORGE LED A MOVEMENT AT 17 THAT CHANGED THE LIVES OF MILLIONS OF SCHOOLGIRLS. SHE TELLS CATHERINE CLEARY ABOUT HER WORK. YOUNG IRISH PEOPLE ARE FIGHTING TOO, FOR ISSUES RANGING FROM EQUALITY TO CLIMATE CHANGE. FILOMENA KAGUAKO MEETS SOME OF THEM""","""{'her': 12, 'she': 8, 'women': 5, 'feminism': 4, 'he': 4, 'She’s': 3, 'girls': 3, 'him': 3, 'she’s': 2, 'She': 2, 'dad': 2, 'He': 2, 'he was': 2, 'woman': 1, 'she was': 1, 'feminist': 1, 'female': 1, 'than men': 1, 'Is she': 1, 'she’d': 1, 'she is': 1, 'father': 1, 'He was': 1, 'he’s': 1, 'himself': 1, 'his': 1, 'His': 1}""",18,10,12,6,13,2,2,0,0,0,29,16,19,10,21,3,3,0,0,0,24,3,0,4,29,pers pron fem,3,masc noun,8,12,1,"""""""Female nouns = ['women', 'woman', 'girls', 'feminism']""""""","""""""Male nouns = ['father', 'than men']""""""","""""""Adjectives with femenine connotation = ['female', 'feminist']""""""",NaN,NaN,NaN
248,deutsche welle,https://www.dw.com/en/covid-travel-diaries-traveling-in-times-of-the-pandemic/a-54294132,"""COVID Travel Diaries - Traveling in times of the pandemic""",2020-07-24,1293,0,0.000,travel,Olivera Zivkovic/Emily Gordine,female,"""We, Olivera Zivkovic and Emily Gordine from DW, traveled for two weeks across Germany in a camper van to find out how the coronavirus pandemic has affected traveling and tourism in Germany. This is what we experienced.""",0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,5,10,1,0,0,0,0,0,0
249,deutsche welle,https://www.dw.com/en/opinion-europe-must-fight-for-its-coronavirus-vaccines-and-share-them/a-56354211,"""Opinion: Europe must fight for its coronavirus vaccines, and share them""",2021-01-26,678,0,0.000,health,Barbara Wesel,female,"""The European Union does not have enough vaccine because manufacturers are not fulfilling their contracts. Sharing the patents could speed up production and solve global problems, says Barbara Wesel.""",0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,5,4,1,0,0,0,0,0,0
250,deutsche welle,https://www.dw.com/en/google-vs-australia-5-questions-and-answers/a-56340697,"""Google vs. Australia: 5 questions and answers""",2021-01-25,782,8,1.023,technology,Rahel Klein,female,"""Australia wants Google to pay for displaying local media content. In return, the tech giant has threatened to disable its search engine in the country. Could this confrontation set a precedent?""","""{'He': 3, 'he': 2, 'her': 1, 'she': 1, 'his': 1}""",1,5,1,1,0,0,0,0,0,0,13,63,13,13,0,0,0,0,0,0,0,0,0,0,63,per pron masc,13,pers pron fem,5,9,1,NaN,NaN,NaN,NaN,NaN,NaN
251,deutsche welle,https://www.dw.com/en/mallorca-without-tourists-the-impact-of-the-coronavirus-pandemic/a-56282403,"""Mallorca without tourists: The impact of the coronavirus pandemic""",2021-01-20,1696,22,1.297,travel,Jonas Martiny,male,"""Without tourists, the favorite island of the Germans is facing ruin. It's entirely uncertain when the vacationers can return for holidays.""","""{'he': 6, 'his': 5, 'He': 3, 'him': 2, 'her': 1, 'she': 1, 'he has': 1, 'He is': 1, 'He has': 1, 'chairman': 1}""",1,12,1,7,0,1,0,0,0,0,5,55,5,32,0,5,0,0,0,0,5,0,0,1,55,per pron masc,5,pers pron fem,5,10,0,NaN,"""""""Male nouns = ['chairman']""""""",NaN,NaN,NaN,NaN
252,deutsche welle,https://www.dw.com/en/kenyan-farmers-struggle-as-locusts-ravage-crops-again/a-56360586,"""Kenyan farmers struggle as locusts ravage crops again""",2021-01-27,704,12,1.705,world,Andrew Wasike,male,"""As another wave of locusts looms over East Africa, farmers are struggling to come to grips with the destruction of yet another harvest.""","""{'his': 4, 'he': 3, 'him': 1, 'He': 1, 'her': 1, 'She': 1, 'she': 1}""",2,4,1,5,0,0,0,0,0,0,17,33,8,42,0,0,0,0,0,0,0,0,0,0,42,deter masc,8,deter fem,5,11,0,NaN,NaN,NaN,NaN,NaN,NaN
